,Currency,Exchange,day,month,year
8702,AUD,1.4842,7,10,2019
8703,EUR,0.9097,7,10,2019
8704,GBP,0.811,7,10,2019
8705,USD,1.0,8,10,2019
8706,CAD,1.3311,8,10,2019
8707,AUD,1.4824,8,10,2019
8708,EUR,0.9102,8,10,2019
8709,GBP,0.8174,8,10,2019
8710,USD,1.0,9,10,2019
8711,CAD,1.3302,9,10,2019
8712,AUD,1.4827,9,10,2019
8713,EUR,0.9107,9,10,2019
8714,GBP,0.8182,9,10,2019
8715,USD,1.0,10,10,2019
8716,CAD,1.3307,10,10,2019
8717,AUD,1.4784,10,10,2019
8718,EUR,0.9066,10,10,2019
8719,GBP,0.8174,10,10,2019
8720,USD,1.0,11,10,2019
8721,CAD,1.3293,11,10,2019
8722,AUD,1.4712,11,10,2019
8723,EUR,0.9056,11,10,2019
8724,GBP,0.7925,11,10,2019
8725,USD,1.0,12,10,2019
8726,CAD,1.3293,12,10,2019
8727,AUD,1.4712,12,10,2019
8728,EUR,0.9056,12,10,2019
8729,GBP,0.7925,12,10,2019
8730,USD,1.0,13,10,2019
8731,CAD,1.3293,13,10,2019
8732,AUD,1.4712,13,10,2019
8733,EUR,0.9056,13,10,2019
8734,GBP,0.7925,13,10,2019
8735,USD,1.0,14,10,2019
8736,CAD,1.3214,14,10,2019
8737,AUD,1.4799,14,10,2019
8738,EUR,0.9065,14,10,2019
8739,GBP,0.7976,14,10,2019
8740,USD,1.0,15,10,2019
8741,CAD,1.323,15,10,2019
8742,AUD,1.4802,15,10,2019
8743,EUR,0.9085,15,10,2019
8744,GBP,0.7909,15,10,2019
8745,USD,1.0,16,10,2019
8746,CAD,1.3209,16,10,2019
8747,AUD,1.487,16,10,2019
8748,EUR,0.907,16,10,2019
8749,GBP,0.7851,16,10,2019
8750,USD,1.0,17,10,2019
8751,CAD,1.3177,17,10,2019
8752,AUD,1.4662,17,10,2019
8753,EUR,0.8998,17,10,2019
8754,GBP,0.7814,17,10,2019
8755,USD,1.0,18,10,2019
8756,CAD,1.3136,18,10,2019
8757,AUD,1.4607,18,10,2019
8758,EUR,0.8973,18,10,2019
8759,GBP,0.7756,18,10,2019
8760,USD,1.0,19,10,2019
8761,CAD,1.3136,19,10,2019
8762,AUD,1.4607,19,10,2019
8763,EUR,0.8973,19,10,2019
8764,GBP,0.7756,19,10,2019
8765,USD,1.0,20,10,2019
8766,CAD,1.3136,20,10,2019
8767,AUD,1.4607,20,10,2019
8768,EUR,0.8973,20,10,2019
8769,GBP,0.7756,20,10,2019
8770,USD,1.0,21,10,2019
8771,CAD,1.3106,21,10,2019
8772,AUD,1.4535,21,10,2019
8773,EUR,0.895,21,10,2019
8774,GBP,0.7691,21,10,2019
8775,USD,1.0,22,10,2019
8776,CAD,1.3101,22,10,2019
8777,AUD,1.4588,22,10,2019
8778,EUR,0.8985,22,10,2019
8779,GBP,0.7733,22,10,2019
8780,USD,1.0,23,10,2019
8781,CAD,1.3088,23,10,2019
8782,AUD,1.4611,23,10,2019
8783,EUR,0.899,23,10,2019
8784,GBP,0.7768,23,10,2019
8785,USD,1.0,24,10,2019
8786,CAD,1.3071,24,10,2019
8787,AUD,1.4623,24,10,2019
8788,EUR,0.8986,24,10,2019
8789,GBP,0.7754,24,10,2019
8790,USD,1.0,25,10,2019
8791,CAD,1.3065,25,10,2019
8792,AUD,1.4648,25,10,2019
8793,EUR,0.9003,25,10,2019
8794,GBP,0.7797,25,10,2019
8795,USD,1.0,26,10,2019
8796,CAD,1.3065,26,10,2019
8797,AUD,1.4648,26,10,2019
8798,EUR,0.9003,26,10,2019
8799,GBP,0.7797,26,10,2019
8800,USD,1.0,27,10,2019
8801,CAD,1.3065,27,10,2019
8802,AUD,1.4648,27,10,2019
8803,EUR,0.9003,27,10,2019
8804,GBP,0.7797,27,10,2019
8805,USD,1.0,28,10,2019
8806,CAD,1.3067,28,10,2019
8807,AUD,1.4652,28,10,2019
8808,EUR,0.902,28,10,2019
8809,GBP,0.7786,28,10,2019
8810,USD,1.0,29,10,2019
8811,CAD,1.3056,29,10,2019
8812,AUD,1.4589,29,10,2019
8813,EUR,0.9013,29,10,2019
8814,GBP,0.7781,29,10,2019
8815,USD,1.0,30,10,2019
8816,CAD,1.3087,30,10,2019
8817,AUD,1.4586,30,10,2019
8818,EUR,0.9004,30,10,2019
8819,GBP,0.7762,30,10,2019
8820,USD,1.0,31,10,2019
8821,CAD,1.3155,31,10,2019
8822,AUD,1.4467,31,10,2019
8823,EUR,0.8965,31,10,2019
8824,GBP,0.7722,31,10,2019
8825,USD,1.0,1,11,2019
8826,CAD,1.3181,1,11,2019
8827,AUD,1.45,1,11,2019
8828,EUR,0.8977,1,11,2019
8829,GBP,0.7721,1,11,2019
8830,USD,1.0,2,11,2019
8831,CAD,1.3181,2,11,2019
8832,AUD,1.45,2,11,2019
8833,EUR,0.8977,2,11,2019
8834,GBP,0.7721,2,11,2019
8835,USD,1.0,3,11,2019
8836,CAD,1.3181,3,11,2019
8837,AUD,1.45,3,11,2019
8838,EUR,0.8977,3,11,2019
8839,GBP,0.7721,3,11,2019
8840,USD,1.0,4,11,2019
8841,CAD,1.3156,4,11,2019
8842,AUD,1.4481,4,11,2019
8843,EUR,0.8962,4,11,2019
8844,GBP,0.774,4,11,2019
8845,USD,1.0,5,11,2019
8846,CAD,1.3128,5,11,2019
8847,AUD,1.4474,5,11,2019
8848,EUR,0.9002,5,11,2019
8849,GBP,0.7752,5,11,2019
8850,USD,1.0,6,11,2019
8851,CAD,1.3164,6,11,2019
8852,AUD,1.4491,6,11,2019
8853,EUR,0.9017,6,11,2019
8854,GBP,0.7758,6,11,2019
8855,USD,1.0,7,11,2019
8856,CAD,1.3167,7,11,2019
8857,AUD,1.4498,7,11,2019
8858,EUR,0.9028,7,11,2019
8859,GBP,0.7804,7,11,2019
8860,USD,1.0,8,11,2019
8861,CAD,1.3196,8,11,2019
8862,AUD,1.456,8,11,2019
8863,EUR,0.9063,8,11,2019
8864,GBP,0.7808,8,11,2019
8865,USD,1.0,9,11,2019
8866,CAD,1.3196,9,11,2019
8867,AUD,1.456,9,11,2019
8868,EUR,0.9063,9,11,2019
8869,GBP,0.7808,9,11,2019
8870,USD,1.0,10,11,2019
8871,CAD,1.3196,10,11,2019
8872,AUD,1.456,10,11,2019
8873,EUR,0.9063,10,11,2019
8874,GBP,0.7808,10,11,2019
8875,USD,1.0,11,11,2019
8876,CAD,1.323,11,11,2019
8877,AUD,1.4587,11,11,2019
8878,EUR,0.9057,11,11,2019
8879,GBP,0.7766,11,11,2019
8880,USD,1.0,12,11,2019
8881,CAD,1.3244,12,11,2019
8882,AUD,1.4605,12,11,2019
8883,EUR,0.9079,12,11,2019
8884,GBP,0.7791,12,11,2019
8885,USD,1.0,13,11,2019
8886,CAD,1.3258,13,11,2019
8887,AUD,1.4653,13,11,2019
8888,EUR,0.9086,13,11,2019
8889,GBP,0.7792,13,11,2019
8890,USD,1.0,14,11,2019
8891,CAD,1.3265,14,11,2019
8892,AUD,1.4743,14,11,2019
8893,EUR,0.9093,14,11,2019
8894,GBP,0.7788,14,11,2019
8895,USD,1.0,15,11,2019
8896,CAD,1.3239,15,11,2019
8897,AUD,1.4701,15,11,2019
8898,EUR,0.9063,15,11,2019
8899,GBP,0.7763,15,11,2019
8900,USD,1.0,16,11,2019
8901,CAD,1.3239,16,11,2019
8902,AUD,1.4701,16,11,2019
8903,EUR,0.9063,16,11,2019
8904,GBP,0.7763,16,11,2019
8905,USD,1.0,17,11,2019
8906,CAD,1.3239,17,11,2019
8907,AUD,1.4701,17,11,2019
8908,EUR,0.9063,17,11,2019
8909,GBP,0.7763,17,11,2019
8910,USD,1.0,18,11,2019
8911,CAD,1.3219,18,11,2019
8912,AUD,1.4684,18,11,2019
8913,EUR,0.9041,18,11,2019
8914,GBP,0.7714,18,11,2019
8915,USD,1.0,19,11,2019
8916,CAD,1.321,19,11,2019
8917,AUD,1.4656,19,11,2019
8918,EUR,0.9028,19,11,2019
8919,GBP,0.7725,19,11,2019
8920,USD,1.0,20,11,2019
8921,CAD,1.3302,20,11,2019
8922,AUD,1.4673,20,11,2019
8923,EUR,0.9042,20,11,2019
8924,GBP,0.7751,20,11,2019
8925,USD,1.0,21,11,2019
8926,CAD,1.3307,21,11,2019
8927,AUD,1.468,21,11,2019
8928,EUR,0.9016,21,11,2019
8929,GBP,0.7713,21,11,2019
8930,USD,1.0,22,11,2019
8931,CAD,1.3275,22,11,2019
8932,AUD,1.4729,22,11,2019
8933,EUR,0.9043,22,11,2019
8934,GBP,0.7775,22,11,2019
8935,USD,1.0,23,11,2019
8936,CAD,1.3275,23,11,2019
8937,AUD,1.4729,23,11,2019
8938,EUR,0.9043,23,11,2019
8939,GBP,0.7775,23,11,2019
8940,USD,1.0,24,11,2019
8941,CAD,1.3275,24,11,2019
8942,AUD,1.4729,24,11,2019
8943,EUR,0.9043,24,11,2019
8944,GBP,0.7775,24,11,2019
8945,USD,1.0,25,11,2019
8946,CAD,1.3307,25,11,2019
8947,AUD,1.4746,25,11,2019
8948,EUR,0.9084,25,11,2019
8949,GBP,0.7768,25,11,2019
8950,USD,1.0,26,11,2019
8951,CAD,1.3306,26,11,2019
8952,AUD,1.4747,26,11,2019
8953,EUR,0.9074,26,11,2019
8954,GBP,0.7778,26,11,2019
8955,USD,1.0,27,11,2019
8956,CAD,1.3266,27,11,2019
8957,AUD,1.4733,27,11,2019
8958,EUR,0.9083,27,11,2019
8959,GBP,0.7762,27,11,2019
8960,USD,1.0,28,11,2019
8961,CAD,1.3289,28,11,2019
8962,AUD,1.4769,28,11,2019
8963,EUR,0.9087,28,11,2019
8964,GBP,0.774,28,11,2019
8965,USD,1.0,29,11,2019
8966,CAD,1.3307,29,11,2019
8967,AUD,1.4777,29,11,2019
8968,EUR,0.9106,29,11,2019
8969,GBP,0.776,29,11,2019
8970,USD,1.0,30,11,2019
8971,CAD,1.3307,30,11,2019
8972,AUD,1.4777,30,11,2019
8973,EUR,0.9106,30,11,2019
8974,GBP,0.776,30,11,2019
8975,USD,1.0,1,12,2019
8976,CAD,1.3307,1,12,2019
8977,AUD,1.4777,1,12,2019
8978,EUR,0.9106,1,12,2019
8979,GBP,0.776,1,12,2019
8980,USD,1.0,2,12,2019
8981,CAD,1.3296,2,12,2019
8982,AUD,1.4733,2,12,2019
8983,EUR,0.9072,2,12,2019
8984,GBP,0.7731,2,12,2019
8985,USD,1.0,3,12,2019
8986,CAD,1.332,3,12,2019
8987,AUD,1.462,3,12,2019
8988,EUR,0.9033,3,12,2019
8989,GBP,0.7696,3,12,2019
8990,USD,1.0,4,12,2019
8991,CAD,1.3272,4,12,2019
8992,AUD,1.4622,4,12,2019
8993,EUR,0.9024,4,12,2019
8994,GBP,0.7636,4,12,2019
8995,USD,1.0,5,12,2019
8996,CAD,1.3169,5,12,2019
8997,AUD,1.4648,5,12,2019
8998,EUR,0.9014,5,12,2019
8999,GBP,0.7614,5,12,2019
9000,USD,1.0,6,12,2019
9001,CAD,1.3176,6,12,2019
9002,AUD,1.4593,6,12,2019
9003,EUR,0.9014,6,12,2019
9004,GBP,0.7612,6,12,2019
9005,USD,1.0,7,12,2019
9006,CAD,1.3176,7,12,2019
9007,AUD,1.4593,7,12,2019
9008,EUR,0.9014,7,12,2019
9009,GBP,0.7612,7,12,2019
9010,USD,1.0,8,12,2019
9011,CAD,1.3176,8,12,2019
9012,AUD,1.4593,8,12,2019
9013,EUR,0.9014,8,12,2019
9014,GBP,0.7612,8,12,2019
9015,USD,1.0,9,12,2019
9016,CAD,1.3251,9,12,2019
9017,AUD,1.4653,9,12,2019
9018,EUR,0.9029,9,12,2019
9019,GBP,0.7602,9,12,2019
9020,USD,1.0,10,12,2019
9021,CAD,1.324,10,12,2019
9022,AUD,1.4693,10,12,2019
9023,EUR,0.9028,10,12,2019
9024,GBP,0.759,10,12,2019
9025,USD,1.0,11,12,2019
9026,CAD,1.3238,11,12,2019
9027,AUD,1.4622,11,12,2019
9028,EUR,0.9029,11,12,2019
9029,GBP,0.7607,11,12,2019
9030,USD,1.0,12,12,2019
9031,CAD,1.3178,12,12,2019
9032,AUD,1.4515,12,12,2019
9033,EUR,0.8979,12,12,2019
9034,GBP,0.7593,12,12,2019
9035,USD,1.0,13,12,2019
9036,CAD,1.3166,13,12,2019
9037,AUD,1.4461,13,12,2019
9038,EUR,0.8949,13,12,2019
9039,GBP,0.7473,13,12,2019
9040,USD,1.0,14,12,2019
9041,CAD,1.3166,14,12,2019
9042,AUD,1.4461,14,12,2019
9043,EUR,0.8949,14,12,2019
9044,GBP,0.7473,14,12,2019
9045,USD,1.0,15,12,2019
9046,CAD,1.3166,15,12,2019
9047,AUD,1.4461,15,12,2019
9048,EUR,0.8949,15,12,2019
9049,GBP,0.7473,15,12,2019
9050,USD,1.0,16,12,2019
9051,CAD,1.3118,16,12,2019
9052,AUD,1.4514,16,12,2019
9053,EUR,0.8972,16,12,2019
9054,GBP,0.7484,16,12,2019
9055,USD,1.0,17,12,2019
9056,CAD,1.3161,17,12,2019
9057,AUD,1.4598,17,12,2019
9058,EUR,0.8959,17,12,2019
9059,GBP,0.7593,17,12,2019
9060,USD,1.0,18,12,2019
9061,CAD,1.3157,18,12,2019
9062,AUD,1.4599,18,12,2019
9063,EUR,0.8997,18,12,2019
9064,GBP,0.7652,18,12,2019
9065,USD,1.0,19,12,2019
9066,CAD,1.3122,19,12,2019
9067,AUD,1.4561,19,12,2019
9068,EUR,0.8995,19,12,2019
9069,GBP,0.7653,19,12,2019
9070,USD,1.0,20,12,2019
9071,CAD,1.3138,20,12,2019
9072,AUD,1.4498,20,12,2019
9073,EUR,0.9011,20,12,2019
9074,GBP,0.7672,20,12,2019
9075,USD,1.0,21,12,2019
9076,CAD,1.3138,21,12,2019
9077,AUD,1.4498,21,12,2019
9078,EUR,0.9011,21,12,2019
9079,GBP,0.7672,21,12,2019
9080,USD,1.0,22,12,2019
9081,CAD,1.3138,22,12,2019
9082,AUD,1.4498,22,12,2019
9083,EUR,0.9011,22,12,2019
9084,GBP,0.7672,22,12,2019
9085,USD,1.0,23,12,2019
9086,CAD,1.3162,23,12,2019
9087,AUD,1.4454,23,12,2019
9088,EUR,0.9029,23,12,2019
9089,GBP,0.7739,23,12,2019
9090,USD,1.0,24,12,2019
9091,CAD,1.3161,24,12,2019
9092,AUD,1.4458,24,12,2019
9093,EUR,0.9025,24,12,2019
9094,GBP,0.772,24,12,2019
9095,USD,1.0,25,12,2019
9096,CAD,1.3161,25,12,2019
9097,AUD,1.4458,25,12,2019
9098,EUR,0.9025,25,12,2019
9099,GBP,0.772,25,12,2019
9100,USD,1.0,26,12,2019
9101,CAD,1.3161,26,12,2019
9102,AUD,1.4458,26,12,2019
9103,EUR,0.9025,26,12,2019
9104,GBP,0.772,26,12,2019
9105,USD,1.0,27,12,2019
9106,CAD,1.3083,27,12,2019
9107,AUD,1.4342,27,12,2019
9108,EUR,0.8966,27,12,2019
9109,GBP,0.7633,27,12,2019
9110,USD,1.0,28,12,2019
9111,CAD,1.3083,28,12,2019
9112,AUD,1.4342,28,12,2019
9113,EUR,0.8966,28,12,2019
9114,GBP,0.7633,28,12,2019
9115,USD,1.0,29,12,2019
9116,CAD,1.3083,29,12,2019
9117,AUD,1.4342,29,12,2019
9118,EUR,0.8966,29,12,2019
9119,GBP,0.7633,29,12,2019
9120,USD,1.0,30,12,2019
9121,CAD,1.3067,30,12,2019
9122,AUD,1.4293,30,12,2019
9123,EUR,0.8937,30,12,2019
9124,GBP,0.7615,30,12,2019
9125,USD,1.0,31,12,2019
9126,CAD,1.2994,31,12,2019
9127,AUD,1.4238,31,12,2019
9128,EUR,0.8902,31,12,2019
9129,GBP,0.7573,31,12,2019
9130,USD,1.0,1,1,2020
9131,CAD,1.2994,1,1,2020
9132,AUD,1.4238,1,1,2020
9133,EUR,0.8902,1,1,2020
9134,GBP,0.7573,1,1,2020
9135,USD,1.0,2,1,2020
9136,CAD,1.2998,2,1,2020
9137,AUD,1.43,2,1,2020
9138,EUR,0.8934,2,1,2020
9139,GBP,0.7579,2,1,2020
9140,USD,1.0,3,1,2020
9141,CAD,1.2982,3,1,2020
9142,AUD,1.4381,3,1,2020
9143,EUR,0.8971,3,1,2020
9144,GBP,0.7636,3,1,2020
9145,USD,1.0,4,1,2020
9146,CAD,1.2982,4,1,2020
9147,AUD,1.4381,4,1,2020
9148,EUR,0.8971,4,1,2020
9149,GBP,0.7636,4,1,2020
9150,USD,1.0,5,1,2020
9151,CAD,1.2982,5,1,2020
9152,AUD,1.4381,5,1,2020
9153,EUR,0.8971,5,1,2020
9154,GBP,0.7636,5,1,2020
9155,USD,1.0,6,1,2020
9156,CAD,1.2976,6,1,2020
9157,AUD,1.44,6,1,2020
9158,EUR,0.8933,6,1,2020
9159,GBP,0.7613,6,1,2020
9160,USD,1.0,7,1,2020
9161,CAD,1.2997,7,1,2020
9162,AUD,1.4546,7,1,2020
9163,EUR,0.8951,7,1,2020
9164,GBP,0.7625,7,1,2020
9165,USD,1.0,8,1,2020
9166,CAD,1.3018,8,1,2020
9167,AUD,1.457,8,1,2020
9168,EUR,0.8997,8,1,2020
9169,GBP,0.7635,8,1,2020
9170,USD,1.0,9,1,2020
9171,CAD,1.3056,9,1,2020
9172,AUD,1.4575,9,1,2020
9173,EUR,0.9001,9,1,2020
9174,GBP,0.7676,9,1,2020
9175,USD,1.0,10,1,2020
9176,CAD,1.3072,10,1,2020
9177,AUD,1.4545,10,1,2020
9178,EUR,0.9016,10,1,2020
9179,GBP,0.7647,10,1,2020
9180,USD,1.0,11,1,2020
9181,CAD,1.3072,11,1,2020
9182,AUD,1.4545,11,1,2020
9183,EUR,0.9016,11,1,2020
9184,GBP,0.7647,11,1,2020
9185,USD,1.0,12,1,2020
9186,CAD,1.3072,12,1,2020
9187,AUD,1.4545,12,1,2020
9188,EUR,0.9016,12,1,2020
9189,GBP,0.7647,12,1,2020
9190,USD,1.0,13,1,2020
9191,CAD,1.3045,13,1,2020
9192,AUD,1.4486,13,1,2020
9193,EUR,0.8988,13,1,2020
9194,GBP,0.7708,13,1,2020
9195,USD,1.0,14,1,2020
9196,CAD,1.3071,14,1,2020
9197,AUD,1.4494,14,1,2020
9198,EUR,0.8997,14,1,2020
9199,GBP,0.7703,14,1,2020
9200,USD,1.0,15,1,2020
9201,CAD,1.3072,15,1,2020
9202,AUD,1.4529,15,1,2020
9203,EUR,0.8975,15,1,2020
9204,GBP,0.769,15,1,2020
9205,USD,1.0,16,1,2020
9206,CAD,1.3035,16,1,2020
9207,AUD,1.4428,16,1,2020
9208,EUR,0.8953,16,1,2020
9209,GBP,0.7652,16,1,2020
9210,USD,1.0,17,1,2020
9211,CAD,1.3052,17,1,2020
9212,AUD,1.4514,17,1,2020
9213,EUR,0.9003,17,1,2020
9214,GBP,0.7662,17,1,2020
9215,USD,1.0,18,1,2020
9216,CAD,1.3052,18,1,2020
9217,AUD,1.4514,18,1,2020
9218,EUR,0.9003,18,1,2020
9219,GBP,0.7662,18,1,2020
9220,USD,1.0,19,1,2020
9221,CAD,1.3052,19,1,2020
9222,AUD,1.4514,19,1,2020
9223,EUR,0.9003,19,1,2020
9224,GBP,0.7662,19,1,2020
9225,USD,1.0,20,1,2020
9226,CAD,1.3069,20,1,2020
9227,AUD,1.4573,20,1,2020
9228,EUR,0.9021,20,1,2020
9229,GBP,0.7693,20,1,2020
9230,USD,1.0,21,1,2020
9231,CAD,1.3056,21,1,2020
9232,AUD,1.4554,21,1,2020
9233,EUR,0.8997,21,1,2020
9234,GBP,0.765,21,1,2020
9235,USD,1.0,22,1,2020
9236,CAD,1.3046,22,1,2020
9237,AUD,1.4596,22,1,2020
9238,EUR,0.9019,22,1,2020
9239,GBP,0.7616,22,1,2020
9240,USD,1.0,23,1,2020
9241,CAD,1.3163,23,1,2020
9242,AUD,1.456,23,1,2020
9243,EUR,0.9016,23,1,2020
9244,GBP,0.7619,23,1,2020
9245,USD,1.0,24,1,2020
9246,CAD,1.3132,24,1,2020
9247,AUD,1.4614,24,1,2020
9248,EUR,0.9062,24,1,2020
9249,GBP,0.7641,24,1,2020
9250,USD,1.0,25,1,2020
9251,CAD,1.3132,25,1,2020
9252,AUD,1.4614,25,1,2020
9253,EUR,0.9062,25,1,2020
9254,GBP,0.7641,25,1,2020
9255,USD,1.0,26,1,2020
9256,CAD,1.3132,26,1,2020
9257,AUD,1.4614,26,1,2020
9258,EUR,0.9062,26,1,2020
9259,GBP,0.7641,26,1,2020
9260,USD,1.0,27,1,2020
9261,CAD,1.3187,27,1,2020
9262,AUD,1.4776,27,1,2020
9263,EUR,0.907,27,1,2020
9264,GBP,0.7652,27,1,2020
9265,USD,1.0,28,1,2020
9266,CAD,1.319,28,1,2020
9267,AUD,1.4802,28,1,2020
9268,EUR,0.9087,28,1,2020
9269,GBP,0.7688,28,1,2020
9270,USD,1.0,29,1,2020
9271,CAD,1.3177,29,1,2020
9272,AUD,1.4816,29,1,2020
9273,EUR,0.909,29,1,2020
9274,GBP,0.7688,29,1,2020
9275,USD,1.0,30,1,2020
9276,CAD,1.3217,30,1,2020
9277,AUD,1.4881,30,1,2020
9278,EUR,0.9067,30,1,2020
9279,GBP,0.7633,30,1,2020
9280,USD,1.0,31,1,2020
9281,CAD,1.3235,31,1,2020
9282,AUD,1.4924,31,1,2020
9283,EUR,0.9048,31,1,2020
9284,GBP,0.7616,31,1,2020
9285,USD,1.0,1,2,2020
9286,CAD,1.3235,1,2,2020
9287,AUD,1.4924,1,2,2020
9288,EUR,0.9048,1,2,2020
9289,GBP,0.7616,1,2,2020
9290,USD,1.0,2,2,2020
9291,CAD,1.3235,2,2,2020
9292,AUD,1.4924,2,2,2020
9293,EUR,0.9048,2,2,2020
9294,GBP,0.7616,2,2,2020
9295,USD,1.0,3,2,2020
9296,CAD,1.3236,3,2,2020
9297,AUD,1.493,3,2,2020
9298,EUR,0.9037,3,2,2020
9299,GBP,0.7661,3,2,2020
9300,USD,1.0,4,2,2020
9301,CAD,1.3279,4,2,2020
9302,AUD,1.488,4,2,2020
9303,EUR,0.9051,4,2,2020
9304,GBP,0.7683,4,2,2020
9305,USD,1.0,5,2,2020
9306,CAD,1.3285,5,2,2020
9307,AUD,1.4786,5,2,2020
9308,EUR,0.9072,5,2,2020
9309,GBP,0.7661,5,2,2020
9310,USD,1.0,6,2,2020
9311,CAD,1.3278,6,2,2020
9312,AUD,1.4798,6,2,2020
9313,EUR,0.9088,6,2,2020
9314,GBP,0.771,6,2,2020
9315,USD,1.0,7,2,2020
9316,CAD,1.3314,7,2,2020
9317,AUD,1.4967,7,2,2020
9318,EUR,0.9117,7,2,2020
9319,GBP,0.7724,7,2,2020
9320,USD,1.0,8,2,2020
9321,CAD,1.3314,8,2,2020
9322,AUD,1.4967,8,2,2020
9323,EUR,0.9117,8,2,2020
9324,GBP,0.7724,8,2,2020
9325,USD,1.0,9,2,2020
9326,CAD,1.3314,9,2,2020
9327,AUD,1.4967,9,2,2020
9328,EUR,0.9117,9,2,2020
9329,GBP,0.7724,9,2,2020
9330,USD,1.0,10,2,2020
9331,CAD,1.3314,10,2,2020
9332,AUD,1.4951,10,2,2020
9333,EUR,0.9132,10,2,2020
9334,GBP,0.7728,10,2,2020
9335,USD,1.0,11,2,2020
9336,CAD,1.3297,11,2,2020
9337,AUD,1.4916,11,2,2020
9338,EUR,0.9173,11,2,2020
9339,GBP,0.7736,11,2,2020
9340,USD,1.0,12,2,2020
9341,CAD,1.3256,12,2,2020
9342,AUD,1.482,12,2,2020
9343,EUR,0.9163,12,2,2020
9344,GBP,0.7702,12,2,2020
9345,USD,1.0,13,2,2020
9346,CAD,1.3257,13,2,2020
9347,AUD,1.485,13,2,2020
9348,EUR,0.9202,13,2,2020
9349,GBP,0.7672,13,2,2020
9350,USD,1.0,14,2,2020
9351,CAD,1.3248,14,2,2020
9352,AUD,1.4897,14,2,2020
9353,EUR,0.9223,14,2,2020
9354,GBP,0.7675,14,2,2020
9355,USD,1.0,15,2,2020
9356,CAD,1.3248,15,2,2020
9357,AUD,1.4897,15,2,2020
9358,EUR,0.9223,15,2,2020
9359,GBP,0.7675,15,2,2020
9360,USD,1.0,16,2,2020
9361,CAD,1.3248,16,2,2020
9362,AUD,1.4897,16,2,2020
9363,EUR,0.9223,16,2,2020
9364,GBP,0.7675,16,2,2020
9365,USD,1.0,17,2,2020
9366,CAD,1.3229,17,2,2020
9367,AUD,1.4886,17,2,2020
9368,EUR,0.9229,17,2,2020
9369,GBP,0.7682,17,2,2020
9370,USD,1.0,18,2,2020
9371,CAD,1.3263,18,2,2020
9372,AUD,1.4973,18,2,2020
9373,EUR,0.9246,18,2,2020
9374,GBP,0.7672,18,2,2020
9375,USD,1.0,19,2,2020
9376,CAD,1.3223,19,2,2020
9377,AUD,1.4946,19,2,2020
9378,EUR,0.9259,19,2,2020
9379,GBP,0.7699,19,2,2020
9380,USD,1.0,20,2,2020
9381,CAD,1.3257,20,2,2020
9382,AUD,1.5101,20,2,2020
9383,EUR,0.9268,20,2,2020
9384,GBP,0.777,20,2,2020
9385,USD,1.0,21,2,2020
9386,CAD,1.3258,21,2,2020
9387,AUD,1.515,21,2,2020
9388,EUR,0.9258,21,2,2020
9389,GBP,0.7732,21,2,2020
9390,USD,1.0,22,2,2020
9391,CAD,1.3258,22,2,2020
9392,AUD,1.515,22,2,2020
9393,EUR,0.9258,22,2,2020
9394,GBP,0.7732,22,2,2020
9395,USD,1.0,23,2,2020
9396,CAD,1.3258,23,2,2020
9397,AUD,1.515,23,2,2020
9398,EUR,0.9258,23,2,2020
9399,GBP,0.7732,23,2,2020
9400,USD,1.0,24,2,2020
9401,CAD,1.3285,24,2,2020
9402,AUD,1.5145,24,2,2020
9403,EUR,0.9244,24,2,2020
9404,GBP,0.7749,24,2,2020
9405,USD,1.0,25,2,2020
9406,CAD,1.3287,25,2,2020
9407,AUD,1.5168,25,2,2020
9408,EUR,0.9225,25,2,2020
9409,GBP,0.7715,25,2,2020
9410,USD,1.0,26,2,2020
9411,CAD,1.3305,26,2,2020
9412,AUD,1.5232,26,2,2020
9413,EUR,0.9195,26,2,2020
9414,GBP,0.7738,26,2,2020
9415,USD,1.0,27,2,2020
9416,CAD,1.3349,27,2,2020
9417,AUD,1.5206,27,2,2020
9418,EUR,0.9121,27,2,2020
9419,GBP,0.7752,27,2,2020
9420,USD,1.0,28,2,2020
9421,CAD,1.3444,28,2,2020
9422,AUD,1.5373,28,2,2020
9423,EUR,0.911,28,2,2020
9424,GBP,0.7772,28,2,2020
9425,USD,1.0,29,2,2020
9426,CAD,1.3444,29,2,2020
9427,AUD,1.5373,29,2,2020
9428,EUR,0.911,29,2,2020
9429,GBP,0.7772,29,2,2020
9430,USD,1.0,1,3,2020
9431,CAD,1.3444,1,3,2020
9432,AUD,1.5373,1,3,2020
9433,EUR,0.911,1,3,2020
9434,GBP,0.7772,1,3,2020
9435,USD,1.0,2,3,2020
9436,CAD,1.3358,2,3,2020
9437,AUD,1.5283,2,3,2020
9438,EUR,0.8991,2,3,2020
9439,GBP,0.7832,2,3,2020
9440,USD,1.0,3,3,2020
9441,CAD,1.3364,3,3,2020
9442,AUD,1.5212,3,3,2020
9443,EUR,0.8995,3,3,2020
9444,GBP,0.7827,3,3,2020
9445,USD,1.0,4,3,2020
9446,CAD,1.3359,4,3,2020
9447,AUD,1.5096,4,3,2020
9448,EUR,0.8989,4,3,2020
9449,GBP,0.7807,4,3,2020
9450,USD,1.0,5,3,2020
9451,CAD,1.3427,5,3,2020
9452,AUD,1.5122,5,3,2020
9453,EUR,0.8939,5,3,2020
9454,GBP,0.7747,5,3,2020
9455,USD,1.0,6,3,2020
