,Order Number,Line Item,CustomerKey,StoreKey,ProductKey,Quantity,Currency,Order day,Order month,Order year
44103,44103,1739017,2,1236601,64,1701,6,USD,5,10,2019
44104,44104,1739018,1,1567343,64,2511,4,USD,5,10,2019
44105,44105,1739018,2,1567343,64,1677,3,USD,5,10,2019
44106,44106,1739018,3,1567343,64,1288,2,USD,5,10,2019
44107,44107,1739018,4,1567343,64,437,6,USD,5,10,2019
44108,44108,1739018,5,1567343,64,1942,6,USD,5,10,2019
44109,44109,1739018,6,1567343,64,59,1,USD,5,10,2019
44110,44110,1739018,7,1567343,64,1740,4,USD,5,10,2019
44111,44111,1739019,1,1429300,0,1766,5,USD,5,10,2019
44112,44112,1739019,2,1429300,0,430,1,USD,5,10,2019
44113,44113,1739019,3,1429300,0,600,6,USD,5,10,2019
44114,44114,1739019,4,1429300,0,1755,3,USD,5,10,2019
44115,44115,1739019,5,1429300,0,1657,2,USD,5,10,2019
44116,44116,1739019,6,1429300,0,1301,2,USD,5,10,2019
44117,44117,1739020,1,2092398,59,2,4,USD,5,10,2019
44118,44118,1739021,1,1449187,0,446,1,USD,5,10,2019
44119,44119,1739021,2,1449187,0,1628,7,USD,5,10,2019
44120,44120,1739021,3,1449187,0,1652,9,USD,5,10,2019
44121,44121,1739021,4,1449187,0,455,2,USD,5,10,2019
44122,44122,1739022,1,908424,38,108,1,GBP,5,10,2019
44123,44123,1739022,2,908424,38,1743,2,GBP,5,10,2019
44124,44124,1739022,3,908424,38,137,2,GBP,5,10,2019
44125,44125,1739023,1,1326966,47,1542,8,USD,5,10,2019
44126,44126,1739023,2,1326966,47,540,7,USD,5,10,2019
44127,44127,1739023,3,1326966,47,1004,3,USD,5,10,2019
44128,44128,1739024,1,1211258,43,1612,5,USD,5,10,2019
44129,44129,1739024,2,1211258,43,1810,5,USD,5,10,2019
44130,44130,1739024,3,1211258,43,1500,1,USD,5,10,2019
44131,44131,1739025,1,2062220,48,1461,5,USD,5,10,2019
44132,44132,1739025,2,2062220,48,1800,6,USD,5,10,2019
44133,44133,1739027,1,1611777,53,2389,1,USD,5,10,2019
44134,44134,1739027,2,1611777,53,382,1,USD,5,10,2019
44135,44135,1739027,3,1611777,53,2141,1,USD,5,10,2019
44136,44136,1739028,1,1323545,66,498,1,USD,5,10,2019
44137,44137,1739028,2,1323545,66,2106,2,USD,5,10,2019
44138,44138,1739028,3,1323545,66,1698,3,USD,5,10,2019
44139,44139,1739029,1,1901931,59,56,1,USD,5,10,2019
44140,44140,1739029,2,1901931,59,2,8,USD,5,10,2019
44141,44141,1739029,4,1901931,59,418,2,USD,5,10,2019
44142,44142,1739030,1,1804459,57,1722,6,USD,5,10,2019
44143,44143,1739030,2,1804459,57,1565,6,USD,5,10,2019
44144,44144,1739031,1,1639605,0,1766,7,USD,5,10,2019
44145,44145,1739031,2,1639605,0,1147,5,USD,5,10,2019
44146,44146,1739031,3,1639605,0,458,1,USD,5,10,2019
44147,44147,1739032,1,2093929,0,422,3,USD,5,10,2019
44148,44148,1739032,2,2093929,0,863,1,USD,5,10,2019
44149,44149,1739033,1,1042263,39,1552,1,GBP,5,10,2019
44150,44150,1739033,2,1042263,39,458,8,GBP,5,10,2019
44151,44151,1739033,3,1042263,39,109,3,GBP,5,10,2019
44152,44152,1739034,1,1144593,39,1557,2,GBP,5,10,2019
44153,44153,1739035,1,1241093,61,589,2,USD,5,10,2019
44154,44154,1739036,1,319689,8,1240,4,CAD,5,10,2019
44155,44155,1739036,2,319689,8,1582,1,CAD,5,10,2019
44156,44156,1739037,1,154891,5,381,1,AUD,5,10,2019
44157,44157,1739037,2,154891,5,1648,1,AUD,5,10,2019
44158,44158,1739038,1,224035,8,1690,3,CAD,5,10,2019
44159,44159,1739039,1,306809,0,82,3,CAD,5,10,2019
44160,44160,1739040,1,168089,1,70,3,AUD,5,10,2019
44161,44161,1739041,1,1931445,54,2503,1,USD,5,10,2019
44162,44162,1739041,2,1931445,54,1506,2,USD,5,10,2019
44163,44163,1739042,1,192436,5,1453,7,AUD,5,10,2019
44164,44164,1739044,1,521070,0,466,3,EUR,5,10,2019
44165,44165,1739044,2,521070,0,1469,7,EUR,5,10,2019
44166,44166,1739044,3,521070,0,1270,3,EUR,5,10,2019
44167,44167,1739047,1,418500,26,434,3,EUR,5,10,2019
44168,44168,1739048,1,1024431,39,10,2,GBP,5,10,2019
44169,44169,1739048,2,1024431,39,50,7,GBP,5,10,2019
44170,44170,1739049,1,542461,22,752,6,EUR,5,10,2019
44171,44171,1739049,2,542461,22,1616,2,EUR,5,10,2019
44172,44172,1739049,3,542461,22,433,2,EUR,5,10,2019
44173,44173,1739050,1,676732,15,1599,1,EUR,5,10,2019
44174,44174,1739050,2,676732,15,542,1,EUR,5,10,2019
44175,44175,1740001,1,1084205,40,60,2,GBP,6,10,2019
44176,44176,1740001,2,1084205,40,959,5,GBP,6,10,2019
44177,44177,1740001,3,1084205,40,703,7,GBP,6,10,2019
44178,44178,1740002,1,2081694,54,1578,10,USD,6,10,2019
44179,44179,1740003,1,1457037,47,1288,1,USD,6,10,2019
44180,44180,1740003,2,1457037,47,1824,4,USD,6,10,2019
44181,44181,1740003,3,1457037,47,82,1,USD,6,10,2019
44182,44182,1740003,4,1457037,47,1636,5,USD,6,10,2019
44183,44183,1741000,1,1483593,63,439,2,USD,7,10,2019
44184,44184,1741001,1,1437644,63,453,1,USD,7,10,2019
44185,44185,1741002,1,1277243,0,1774,2,USD,7,10,2019
44186,44186,1741002,2,1277243,0,1656,3,USD,7,10,2019
44187,44187,1741003,1,1756245,47,1048,3,USD,7,10,2019
44188,44188,1741004,1,1667206,65,1570,1,USD,7,10,2019
44189,44189,1741004,2,1667206,65,114,4,USD,7,10,2019
44190,44190,1741005,1,131067,5,417,3,AUD,7,10,2019
44191,44191,1741005,2,131067,5,989,1,AUD,7,10,2019
44192,44192,1741005,3,131067,5,303,1,AUD,7,10,2019
44193,44193,1741006,1,1651921,55,1759,1,USD,7,10,2019
44194,44194,1741007,1,530618,27,927,1,EUR,7,10,2019
44195,44195,1741007,2,530618,27,1473,2,EUR,7,10,2019
44196,44196,1741007,3,530618,27,133,3,EUR,7,10,2019
44197,44197,1741007,4,530618,27,1400,10,EUR,7,10,2019
44198,44198,1741007,5,530618,27,91,1,EUR,7,10,2019
44199,44199,1741007,6,530618,27,1411,4,EUR,7,10,2019
44200,44200,1741007,7,530618,27,426,2,EUR,7,10,2019
44201,44201,1741008,1,822437,0,1018,1,EUR,7,10,2019
44202,44202,1741008,2,822437,0,154,5,EUR,7,10,2019
44203,44203,1741009,1,778636,29,176,4,EUR,7,10,2019
44204,44204,1741011,1,568959,0,1626,2,EUR,7,10,2019
44205,44205,1741011,2,568959,0,866,3,EUR,7,10,2019
44206,44206,1741011,3,568959,0,1575,1,EUR,7,10,2019
44207,44207,1741013,1,1867338,62,1336,2,USD,7,10,2019
44208,44208,1741013,2,1867338,62,683,1,USD,7,10,2019
44209,44209,1741013,3,1867338,62,118,2,USD,7,10,2019
44210,44210,1741013,4,1867338,62,1671,6,USD,7,10,2019
44211,44211,1741014,1,2018226,65,2495,4,USD,7,10,2019
44212,44212,1741015,1,432440,24,2061,5,EUR,7,10,2019
44213,44213,1741015,2,432440,24,1697,2,EUR,7,10,2019
44214,44214,1741015,3,432440,24,1775,1,EUR,7,10,2019
44215,44215,1741015,4,432440,24,1750,3,EUR,7,10,2019
44216,44216,1741015,5,432440,24,1772,6,EUR,7,10,2019
44217,44217,1741015,6,432440,24,1686,1,EUR,7,10,2019
44218,44218,1741016,1,1761910,44,419,7,USD,7,10,2019
44219,44219,1741016,2,1761910,44,2132,2,USD,7,10,2019
44220,44220,1741017,1,1410945,57,1090,3,USD,7,10,2019
44221,44221,1741019,1,1239749,53,440,3,USD,7,10,2019
44222,44222,1741019,2,1239749,53,1794,7,USD,7,10,2019
44223,44223,1741019,3,1239749,53,1449,10,USD,7,10,2019
44224,44224,1741020,1,1847709,43,1436,1,USD,7,10,2019
44225,44225,1741020,2,1847709,43,72,4,USD,7,10,2019
44226,44226,1741020,3,1847709,43,73,8,USD,7,10,2019
44227,44227,1741020,4,1847709,43,452,2,USD,7,10,2019
44228,44228,1742001,1,2013443,0,489,1,USD,8,10,2019
44229,44229,1742002,1,2056754,53,1761,2,USD,8,10,2019
44230,44230,1742002,2,2056754,53,1578,8,USD,8,10,2019
44231,44231,1742002,3,2056754,53,102,2,USD,8,10,2019
44232,44232,1742002,5,2056754,53,1397,3,USD,8,10,2019
44233,44233,1742002,6,2056754,53,952,3,USD,8,10,2019
44234,44234,1742003,1,1257326,59,453,3,USD,8,10,2019
44235,44235,1742003,2,1257326,59,1477,8,USD,8,10,2019
44236,44236,1742003,3,1257326,59,104,3,USD,8,10,2019
44237,44237,1742003,4,1257326,59,2100,6,USD,8,10,2019
44238,44238,1742003,5,1257326,59,1371,3,USD,8,10,2019
44239,44239,1742003,6,1257326,59,426,2,USD,8,10,2019
44240,44240,1742003,7,1257326,59,846,3,USD,8,10,2019
44241,44241,1742004,1,584095,24,1011,2,EUR,8,10,2019
44242,44242,1742004,2,584095,24,71,4,EUR,8,10,2019
44243,44243,1742004,3,584095,24,143,1,EUR,8,10,2019
44244,44244,1742004,4,584095,24,265,2,EUR,8,10,2019
44245,44245,1742005,1,1459686,49,457,1,USD,8,10,2019
44246,44246,1742005,2,1459686,49,655,1,USD,8,10,2019
44247,44247,1742005,3,1459686,49,424,2,USD,8,10,2019
44248,44248,1742005,4,1459686,49,1184,8,USD,8,10,2019
44249,44249,1742006,1,1585185,55,76,2,USD,8,10,2019
44250,44250,1742008,1,480202,0,1476,3,EUR,8,10,2019
44251,44251,1742008,2,480202,0,351,2,EUR,8,10,2019
44252,44252,1742009,1,1875792,66,1696,6,USD,8,10,2019
44253,44253,1742011,1,764618,29,1278,1,EUR,8,10,2019
44254,44254,1742011,2,764618,29,1694,4,EUR,8,10,2019
44255,44255,1742013,1,538259,22,1578,3,EUR,8,10,2019
44256,44256,1742013,2,538259,22,1463,6,EUR,8,10,2019
44257,44257,1742013,3,538259,22,657,4,EUR,8,10,2019
44258,44258,1742013,4,538259,22,1457,3,EUR,8,10,2019
44259,44259,1742014,1,1847709,47,2065,8,USD,8,10,2019
44260,44260,1742014,2,1847709,47,135,7,USD,8,10,2019
44261,44261,1742015,1,689013,0,1646,2,EUR,8,10,2019
44262,44262,1742015,2,689013,0,1254,1,EUR,8,10,2019
44263,44263,1742015,3,689013,0,1372,2,EUR,8,10,2019
44264,44264,1742016,1,1714587,51,519,5,USD,8,10,2019
44265,44265,1742016,2,1714587,51,1033,4,USD,8,10,2019
44266,44266,1742016,3,1714587,51,510,1,USD,8,10,2019
44267,44267,1742017,1,1564733,44,1356,7,USD,8,10,2019
44268,44268,1742017,2,1564733,44,2514,1,USD,8,10,2019
44269,44269,1742017,3,1564733,44,1667,1,USD,8,10,2019
44270,44270,1742018,1,2009243,0,787,8,USD,8,10,2019
44271,44271,1742018,2,2009243,0,1570,5,USD,8,10,2019
44272,44272,1742018,3,2009243,0,1744,6,USD,8,10,2019
44273,44273,1742019,1,533705,24,1699,1,EUR,8,10,2019
44274,44274,1742019,2,533705,24,421,2,EUR,8,10,2019
44275,44275,1742019,3,533705,24,1646,3,EUR,8,10,2019
44276,44276,1742019,4,533705,24,1616,2,EUR,8,10,2019
44277,44277,1742020,1,987075,0,651,4,GBP,8,10,2019
44278,44278,1742020,2,987075,0,1696,5,GBP,8,10,2019
44279,44279,1742020,3,987075,0,1767,2,GBP,8,10,2019
44280,44280,1742021,1,1770497,44,1682,2,USD,8,10,2019
44281,44281,1742022,1,1943741,0,598,1,USD,8,10,2019
44282,44282,1742022,2,1943741,0,1670,4,USD,8,10,2019
44283,44283,1742022,3,1943741,0,1809,6,USD,8,10,2019
44284,44284,1742024,1,571187,26,1644,1,EUR,8,10,2019
44285,44285,1742024,2,571187,26,399,4,EUR,8,10,2019
44286,44286,1742024,3,571187,26,1328,2,EUR,8,10,2019
44287,44287,1742025,1,1480971,0,417,5,USD,8,10,2019
44288,44288,1742025,2,1480971,0,1673,1,USD,8,10,2019
44289,44289,1742025,3,1480971,0,101,5,USD,8,10,2019
44290,44290,1742026,1,1990017,61,1276,7,USD,8,10,2019
44291,44291,1742027,1,2074698,0,1672,3,USD,8,10,2019
44292,44292,1742027,2,2074698,0,1677,3,USD,8,10,2019
44293,44293,1742028,1,559829,22,1445,1,EUR,8,10,2019
44294,44294,1742028,2,559829,22,1581,3,EUR,8,10,2019
44295,44295,1743000,1,1040797,38,1635,2,GBP,9,10,2019
44296,44296,1743000,2,1040797,38,1696,1,GBP,9,10,2019
44297,44297,1743001,1,1291470,56,573,1,USD,9,10,2019
44298,44298,1743002,1,1274790,43,1468,3,USD,9,10,2019
44299,44299,1743002,2,1274790,43,582,7,USD,9,10,2019
44300,44300,1743002,3,1274790,43,185,2,USD,9,10,2019
44301,44301,1743003,1,1702950,53,971,6,USD,9,10,2019
44302,44302,1743003,2,1702950,53,481,2,USD,9,10,2019
44303,44303,1743003,3,1702950,53,685,2,USD,9,10,2019
44304,44304,1743003,4,1702950,53,1621,4,USD,9,10,2019
44305,44305,1743004,1,1482039,43,1625,6,USD,9,10,2019
44306,44306,1743004,2,1482039,43,162,3,USD,9,10,2019
44307,44307,1743004,3,1482039,43,772,2,USD,9,10,2019
44308,44308,1743004,4,1482039,43,1632,3,USD,9,10,2019
44309,44309,1743004,5,1482039,43,2495,4,USD,9,10,2019
44310,44310,1743005,1,1093788,37,422,3,GBP,9,10,2019
44311,44311,1743005,2,1093788,37,1614,1,GBP,9,10,2019
44312,44312,1743005,3,1093788,37,1744,1,GBP,9,10,2019
44313,44313,1743005,4,1093788,37,1667,1,GBP,9,10,2019
44314,44314,1743005,5,1093788,37,1785,10,GBP,9,10,2019
44315,44315,1743005,6,1093788,37,1717,1,GBP,9,10,2019
44316,44316,1743005,7,1093788,37,2495,5,GBP,9,10,2019
44317,44317,1743006,1,1818102,0,436,2,USD,9,10,2019
44318,44318,1743006,2,1818102,0,1466,2,USD,9,10,2019
44319,44319,1743006,3,1818102,0,643,2,USD,9,10,2019
44320,44320,1743007,1,478863,23,1624,4,EUR,9,10,2019
44321,44321,1743007,2,478863,23,54,2,EUR,9,10,2019
44322,44322,1743008,1,1694752,47,1606,1,USD,9,10,2019
44323,44323,1743008,2,1694752,47,1723,1,USD,9,10,2019
44324,44324,1743009,1,151628,0,1304,2,AUD,9,10,2019
44325,44325,1743009,2,151628,0,636,3,AUD,9,10,2019
44326,44326,1743009,3,151628,0,1578,2,AUD,9,10,2019
44327,44327,1743010,1,1130442,37,21,2,GBP,9,10,2019
44328,44328,1743010,3,1130442,37,1601,3,GBP,9,10,2019
44329,44329,1743010,4,1130442,37,569,1,GBP,9,10,2019
44330,44330,1743011,1,1686496,56,861,1,USD,9,10,2019
44331,44331,1743011,2,1686496,56,1658,7,USD,9,10,2019
44332,44332,1743011,3,1686496,56,1463,2,USD,9,10,2019
44333,44333,1743011,4,1686496,56,1577,2,USD,9,10,2019
44334,44334,1743012,1,1939210,44,1462,1,USD,9,10,2019
44335,44335,1743013,1,1986637,0,60,6,USD,9,10,2019
44336,44336,1743014,1,724604,30,1406,4,EUR,9,10,2019
44337,44337,1743015,1,1505443,61,90,2,USD,9,10,2019
44338,44338,1743015,2,1505443,61,1704,1,USD,9,10,2019
44339,44339,1743016,1,1870661,64,1711,1,USD,9,10,2019
44340,44340,1743016,2,1870661,64,1437,7,USD,9,10,2019
44341,44341,1743018,1,1213214,48,454,1,USD,9,10,2019
44342,44342,1743018,2,1213214,48,807,5,USD,9,10,2019
44343,44343,1743018,3,1213214,48,1712,5,USD,9,10,2019
44344,44344,1743018,4,1213214,48,2509,2,USD,9,10,2019
44345,44345,1743018,5,1213214,48,158,3,USD,9,10,2019
44346,44346,1743019,1,1109864,38,1459,5,GBP,9,10,2019
44347,44347,1743020,1,1894588,0,1824,7,USD,9,10,2019
44348,44348,1743020,2,1894588,0,92,1,USD,9,10,2019
44349,44349,1743020,3,1894588,0,428,6,USD,9,10,2019
44350,44350,1743020,4,1894588,0,1339,2,USD,9,10,2019
44351,44351,1743021,1,1939877,53,1768,3,USD,9,10,2019
44352,44352,1743022,1,900387,42,1538,1,GBP,9,10,2019
44353,44353,1743023,1,1833206,61,2011,2,USD,9,10,2019
44354,44354,1743023,2,1833206,61,634,2,USD,9,10,2019
44355,44355,1743023,3,1833206,61,449,2,USD,9,10,2019
44356,44356,1743023,4,1833206,61,1052,2,USD,9,10,2019
44357,44357,1743023,5,1833206,61,1591,2,USD,9,10,2019
44358,44358,1743023,6,1833206,61,1428,2,USD,9,10,2019
44359,44359,1743024,1,1701624,48,1661,4,USD,9,10,2019
44360,44360,1743025,1,1154631,0,460,9,GBP,9,10,2019
44361,44361,1743027,1,463529,0,1590,5,EUR,9,10,2019
44362,44362,1743027,2,463529,0,1760,10,EUR,9,10,2019
44363,44363,1743027,3,463529,0,1359,1,EUR,9,10,2019
44364,44364,1743028,1,1073027,40,1153,2,GBP,9,10,2019
44365,44365,1743028,2,1073027,40,43,3,GBP,9,10,2019
44366,44366,1743029,1,383111,10,1316,1,CAD,9,10,2019
44367,44367,1743029,2,383111,10,1686,2,CAD,9,10,2019
44368,44368,1743029,3,383111,10,1586,3,CAD,9,10,2019
44369,44369,1743030,1,540301,21,451,2,EUR,9,10,2019
44370,44370,1743030,2,540301,21,1023,2,EUR,9,10,2019
44371,44371,1743032,1,781667,29,219,4,EUR,9,10,2019
44372,44372,1743032,2,781667,29,20,3,EUR,9,10,2019
44373,44373,1743032,3,781667,29,2504,2,EUR,9,10,2019
44374,44374,1743034,1,1838770,0,1680,2,USD,9,10,2019
44375,44375,1743035,1,1264100,59,439,6,USD,9,10,2019
44376,44376,1743036,1,1365840,65,1181,3,USD,9,10,2019
44377,44377,1743036,2,1365840,65,2032,2,USD,9,10,2019
44378,44378,1743036,3,1365840,65,2263,2,USD,9,10,2019
44379,44379,1743037,1,839353,0,423,7,EUR,9,10,2019
44380,44380,1744000,1,466912,26,1489,4,EUR,10,10,2019
44381,44381,1744000,2,466912,26,477,2,EUR,10,10,2019
44382,44382,1744000,3,466912,26,426,4,EUR,10,10,2019
44383,44383,1744000,4,466912,26,1676,1,EUR,10,10,2019
44384,44384,1744001,1,453993,22,1379,8,EUR,10,10,2019
44385,44385,1744002,1,2056831,55,353,4,USD,10,10,2019
44386,44386,1744003,1,1493539,55,1322,1,USD,10,10,2019
44387,44387,1744003,2,1493539,55,449,3,USD,10,10,2019
44388,44388,1744003,3,1493539,55,982,3,USD,10,10,2019
44389,44389,1744003,4,1493539,55,1678,5,USD,10,10,2019
44390,44390,1744003,5,1493539,55,1588,8,USD,10,10,2019
44391,44391,1744004,1,1454940,53,532,1,USD,10,10,2019
44392,44392,1744004,2,1454940,53,2510,2,USD,10,10,2019
44393,44393,1744005,1,55066,6,51,1,AUD,10,10,2019
44394,44394,1744005,2,55066,6,1348,6,AUD,10,10,2019
44395,44395,1744005,3,55066,6,1844,2,AUD,10,10,2019
44396,44396,1744005,4,55066,6,440,2,AUD,10,10,2019
44397,44397,1744006,1,1176859,39,474,8,GBP,10,10,2019
44398,44398,1744006,2,1176859,39,1669,3,GBP,10,10,2019
44399,44399,1744006,3,1176859,39,457,2,GBP,10,10,2019
44400,44400,1744007,1,702870,30,2491,4,EUR,10,10,2019
44401,44401,1744007,2,702870,30,133,4,EUR,10,10,2019
44402,44402,1744008,1,1834537,51,2506,3,USD,10,10,2019
44403,44403,1744009,1,245936,9,335,1,CAD,10,10,2019
44404,44404,1744010,1,874447,31,1647,7,EUR,10,10,2019
44405,44405,1744011,1,1593888,0,2030,1,USD,10,10,2019
44406,44406,1744011,2,1593888,0,71,6,USD,10,10,2019
44407,44407,1744011,3,1593888,0,1461,1,USD,10,10,2019
44408,44408,1744012,1,1741351,61,457,3,USD,10,10,2019
44409,44409,1744013,1,1922310,54,560,3,USD,10,10,2019
44410,44410,1744013,2,1922310,54,1360,1,USD,10,10,2019
44411,44411,1744015,1,2006113,45,472,5,USD,10,10,2019
44412,44412,1744015,2,2006113,45,1801,2,USD,10,10,2019
44413,44413,1744016,1,1780707,50,54,7,USD,10,10,2019
44414,44414,1744017,1,506422,23,1556,3,EUR,10,10,2019
44415,44415,1744017,2,506422,23,884,1,EUR,10,10,2019
44416,44416,1744017,3,506422,23,96,8,EUR,10,10,2019
44417,44417,1744018,1,1799621,57,1507,1,USD,10,10,2019
44418,44418,1744018,2,1799621,57,107,2,USD,10,10,2019
44419,44419,1744019,1,1482570,45,421,3,USD,10,10,2019
44420,44420,1744019,2,1482570,45,605,3,USD,10,10,2019
44421,44421,1744019,3,1482570,45,117,2,USD,10,10,2019
44422,44422,1744020,1,502452,0,1414,5,EUR,10,10,2019
44423,44423,1744020,2,502452,0,480,8,EUR,10,10,2019
44424,44424,1744021,1,1159429,0,503,3,GBP,10,10,2019
44425,44425,1744021,2,1159429,0,678,1,GBP,10,10,2019
44426,44426,1744021,3,1159429,0,1928,1,GBP,10,10,2019
44427,44427,1744022,1,1904291,63,449,2,USD,10,10,2019
44428,44428,1744022,2,1904291,63,536,2,USD,10,10,2019
44429,44429,1744022,3,1904291,63,89,7,USD,10,10,2019
44430,44430,1744023,1,1988805,45,1656,6,USD,10,10,2019
44431,44431,1744023,2,1988805,45,2499,10,USD,10,10,2019
44432,44432,1744023,3,1988805,45,666,1,USD,10,10,2019
44433,44433,1744024,1,715317,29,1382,3,EUR,10,10,2019
44434,44434,1744024,2,715317,29,1462,2,EUR,10,10,2019
44435,44435,1744025,1,1783167,44,2034,1,USD,10,10,2019
44436,44436,1744025,2,1783167,44,1737,1,USD,10,10,2019
44437,44437,1744025,3,1783167,44,1552,1,USD,10,10,2019
44438,44438,1744026,1,1263104,45,458,3,USD,10,10,2019
44439,44439,1744027,1,1213537,57,79,3,USD,10,10,2019
44440,44440,1744027,3,1213537,57,1690,1,USD,10,10,2019
44441,44441,1744029,1,259102,10,1527,2,CAD,10,10,2019
44442,44442,1744029,2,259102,10,2497,1,CAD,10,10,2019
44443,44443,1744030,1,1628727,63,718,1,USD,10,10,2019
44444,44444,1744030,2,1628727,63,2501,2,USD,10,10,2019
44445,44445,1744030,3,1628727,63,1424,10,USD,10,10,2019
44446,44446,1744030,4,1628727,63,2107,2,USD,10,10,2019
44447,44447,1744030,5,1628727,63,1745,1,USD,10,10,2019
44448,44448,1744030,6,1628727,63,749,5,USD,10,10,2019
44449,44449,1744030,7,1628727,63,617,2,USD,10,10,2019
44450,44450,1744031,1,1767794,0,1710,1,USD,10,10,2019
44451,44451,1744031,2,1767794,0,2083,10,USD,10,10,2019
44452,44452,1744031,3,1767794,0,1768,3,USD,10,10,2019
44453,44453,1744031,4,1767794,0,1816,3,USD,10,10,2019
44454,44454,1744031,5,1767794,0,1015,7,USD,10,10,2019
44455,44455,1744031,6,1767794,0,1448,5,USD,10,10,2019
44456,44456,1744032,1,454833,26,1108,1,EUR,10,10,2019
44457,44457,1744033,1,1571665,43,1211,2,USD,10,10,2019
44458,44458,1744033,2,1571665,43,653,3,USD,10,10,2019
44459,44459,1744034,1,1886594,44,457,1,USD,10,10,2019
44460,44460,1744035,1,1395464,0,1431,3,USD,10,10,2019
44461,44461,1744036,1,1547777,0,446,8,USD,10,10,2019
44462,44462,1744036,2,1547777,0,88,3,USD,10,10,2019
44463,44463,1744036,3,1547777,0,2359,3,USD,10,10,2019
44464,44464,1744037,1,1010245,40,1427,1,GBP,10,10,2019
44465,44465,1744038,1,860762,31,83,6,EUR,10,10,2019
44466,44466,1744038,2,860762,31,1735,4,EUR,10,10,2019
44467,44467,1744038,3,860762,31,1816,3,EUR,10,10,2019
44468,44468,1744038,4,860762,31,347,2,EUR,10,10,2019
44469,44469,1744039,1,617656,18,140,3,EUR,10,10,2019
44470,44470,1744039,2,617656,18,1688,3,EUR,10,10,2019
44471,44471,1744039,3,617656,18,878,2,EUR,10,10,2019
44472,44472,1744039,4,617656,18,58,7,EUR,10,10,2019
44473,44473,1744039,5,617656,18,1227,2,EUR,10,10,2019
44474,44474,1745000,1,1335682,45,1089,2,USD,11,10,2019
44475,44475,1745000,2,1335682,45,1888,2,USD,11,10,2019
44476,44476,1745000,3,1335682,45,114,1,USD,11,10,2019
44477,44477,1745001,1,508025,21,50,7,EUR,11,10,2019
44478,44478,1745001,2,508025,21,432,2,EUR,11,10,2019
44479,44479,1745001,3,508025,21,805,2,EUR,11,10,2019
44480,44480,1745002,1,96331,5,1682,3,AUD,11,10,2019
44481,44481,1745003,1,1861354,57,615,7,USD,11,10,2019
44482,44482,1745004,1,1526098,53,47,1,USD,11,10,2019
44483,44483,1745004,2,1526098,53,1586,3,USD,11,10,2019
44484,44484,1745005,1,1908818,61,1642,6,USD,11,10,2019
44485,44485,1745006,1,1205821,56,1398,2,USD,11,10,2019
44486,44486,1745007,1,71282,4,1613,2,AUD,11,10,2019
44487,44487,1745007,2,71282,4,1588,1,AUD,11,10,2019
44488,44488,1745007,3,71282,4,69,6,AUD,11,10,2019
44489,44489,1745007,4,71282,4,1744,2,AUD,11,10,2019
44490,44490,1745008,1,966331,38,121,3,GBP,11,10,2019
44491,44491,1745008,2,966331,38,1239,2,GBP,11,10,2019
44492,44492,1745009,1,979954,38,1458,2,GBP,11,10,2019
44493,44493,1745009,2,979954,38,94,7,GBP,11,10,2019
44494,44494,1745010,1,715379,29,460,1,EUR,11,10,2019
44495,44495,1745010,2,715379,29,84,2,EUR,11,10,2019
44496,44496,1745010,3,715379,29,1808,7,EUR,11,10,2019
44497,44497,1745011,1,1750528,59,1584,2,USD,11,10,2019
44498,44498,1745011,2,1750528,59,2210,3,USD,11,10,2019
44499,44499,1745012,1,1346398,62,1797,6,USD,11,10,2019
44500,44500,1745012,2,1346398,62,1538,3,USD,11,10,2019
44501,44501,1745012,3,1346398,62,1118,1,USD,11,10,2019
44502,44502,1745013,1,1536966,43,92,1,USD,11,10,2019
44503,44503,1745013,2,1536966,43,2371,3,USD,11,10,2019
44504,44504,1745014,1,1000168,42,133,3,GBP,11,10,2019
44505,44505,1745014,2,1000168,42,1394,7,GBP,11,10,2019
44506,44506,1745014,3,1000168,42,1786,5,GBP,11,10,2019
44507,44507,1745016,1,1360697,0,1494,1,USD,11,10,2019
44508,44508,1745016,2,1360697,0,1712,7,USD,11,10,2019
44509,44509,1745016,3,1360697,0,1268,1,USD,11,10,2019
44510,44510,1745018,1,1720942,0,108,8,USD,11,10,2019
44511,44511,1745018,2,1720942,0,2508,1,USD,11,10,2019
44512,44512,1745019,1,1427026,51,135,8,USD,11,10,2019
44513,44513,1745020,1,1502234,62,1499,2,USD,11,10,2019
44514,44514,1745021,1,1397271,47,1463,3,USD,11,10,2019
44515,44515,1745022,1,1493457,48,360,2,USD,11,10,2019
44516,44516,1745022,2,1493457,48,51,3,USD,11,10,2019
44517,44517,1745022,3,1493457,48,1660,8,USD,11,10,2019
44518,44518,1745022,4,1493457,48,1537,10,USD,11,10,2019
44519,44519,1745023,1,1728060,44,1724,5,USD,11,10,2019
44520,44520,1745024,1,1622857,53,1615,2,USD,11,10,2019
44521,44521,1745025,1,809163,0,1505,2,EUR,11,10,2019
44522,44522,1745025,2,809163,0,1671,2,EUR,11,10,2019
44523,44523,1745025,3,809163,0,1580,4,EUR,11,10,2019
44524,44524,1745026,1,758494,0,2495,2,EUR,11,10,2019
44525,44525,1745026,2,758494,0,1665,2,EUR,11,10,2019
44526,44526,1745027,1,2053617,54,65,7,USD,11,10,2019
44527,44527,1745028,1,55914,6,657,3,AUD,11,10,2019
44528,44528,1745028,2,55914,6,2492,3,AUD,11,10,2019
